nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
OFFICER KONTROL KUALITAS DAN REGULASI PENGADAAN PEMBANGKIT DAN IPP,G2,12,,2,1
"OFFICER KONTROL KUALITAS DAN REGULASI PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIAL TERPUSAT",G2,11,,1,1
"OFFICER KONTROL KUALITAS DAN REGULASI PENGADAAN TRANSMISI, GARDU INDUK,DAN MATERIAL TERPUSAT",G2,12,,1,1
OFFICER KORPORASI,G2,12,,2,1
OFFICER KPKU,G2,12,,1,1
OFFICER LABORATORIUM,G2,11,,5,2
OFFICER LABORATORIUM (UPT BANDUNG),G2,12,,3,1
OFFICER LABORATORIUM (UPT CIREBON),G2,11,,2,1
OFFICER LABORATORIUM (UPT SEMARANG),G2,11,,2,1
OFFICER LAPORAN MANAJEMEN DAN STATISTIK,G2,12,,2,1
OFFICER LAYANAN FUNGSI RISIKO ESG,G2,12,,1,1
OFFICER LAYANAN FUNGSI RISIKO EVALUASI DAMPAK SISTEMIK KETERLAMBATANPROYEK,G2,12,,1,1
OFFICER LAYANAN FUNGSI RISIKO KOMERSIAL KONTRAK,G2,12,,2,1
OFFICER LAYANAN FUNGSI RISIKO MAKROEKONOMI DAN ENERGY OUTLOOK,G2,12,,1,1
OFFICER LAYANAN FUNGSI RISIKO TEKNOLOGI INFORMASI DAN KEAMANAN SIBER,G2,12,,1,1
OFFICER LAYANAN FUNGSI RISIKO TRANSISI ENERGI,G2,12,,1,1
OFFICER LAYANAN KHUSUS DAN PENGUSAHAAN,G2,12,,2,1
OFFICER LEGAL,G2,12,,2,1
OFFICER LEGAL ASET PROPERTI,G2,12,,3,1
OFFICER LEGAL BUSINESS PARTNER DISTRIBUSI,G2,11,,4,1
OFFICER LEGAL BUSINESS PARTNER IPP DAN PEMBANGKITAN,G2,11,,3,1
OFFICER LEGAL BUSINESS PARTNER KEUANGAN DAN PENDANAAN,G2,12,,3,1
OFFICER LEGAL BUSINESS PARTNER KONSTRUKSI DAN PMO,G2,12,,3,1
OFFICER LEGAL BUSINESS PARTNER MANAJEMEN HUMAN CAPITAL,G2,12,,2,1
OFFICER LEGAL BUSINESS PARTNER PENGADAAN ENERGI BARU TERBARUKAN,G2,12,,5,1
OFFICER LEGAL BUSINESS PARTNER PENGADAAN KONSTRUKSI DAN RANTAI PASOK,G2,12,,3,1
OFFICER LEGAL BUSINESS PARTNER RETAIL DAN NIAGA,G2,12,,2,1
OFFICER LEGAL BUSINESS PARTNER TRANSISI ENERGI,G2,12,,2,1
OFFICER LEGAL BUSINESS PARTNER TRANSMISI,G2,12,,1,1
OFFICER LEGAL SHARE SERVICE,G2,12,,2,1
OFFICER LINGKUNGAN,G2,12,,77,37
OFFICER LOGISTIK,G2,11,,56,26
OFFICER LOGISTIK DAN INVENTORY,G2,12,,3,1
OFFICER LOGISTIK DAN KEPABEANAN,G2,12,,26,11
OFFICER LOGISTIK LAYANAN PELANGGAN,G2,12,,219,13
OFFICER LOGISTIK MTU DAN TKDN,G2,12,,1,1
OFFICER LOGISTIK PUSAT LISTRIK,G2,11,,1,1
OFFICER LOGISTIK TRANSMISI DAN GARDU INDUK,G2,12,,3,3
OFFICER MANAJEMEN ASET,G2,12,,8,4
OFFICER MANAJEMEN ASET DISTRIBUSI,G2,12,,1,1
OFFICER MANAJEMEN BILLING,G2,12,,27,19
OFFICER MANAJEMEN DAN ENJINIRING DATA PERUSAHAAN,G2,12,,7,1
OFFICER MANAJEMEN DEMAND,G2,12,,1,1
OFFICER MANAJEMEN HUBUNGAN INDUSTRIAL,G2,12,,2,1
OFFICER MANAJEMEN INTEGRITAS,G2,12,,3,1
OFFICER MANAJEMEN KEPATUHAN REGULASI,G2,12,,1,1
OFFICER MANAJEMEN KINERJA HUMAN CAPITAL,G2,12,,2,1
OFFICER MANAJEMEN LOGISTIK,G2,12,,2,1
OFFICER MANAJEMEN RISIKO DAN KEPATUHAN PERBENDAHARAAN,G2,12,,3,1
OFFICER MANAJEMEN RISIKO KECURANGAN OPERASI DAN PROYEK,G2,12,,2,1
OFFICER MANAJEMEN RISIKO KECURANGAN STRATEGI DAN KEUANGAN,G2,12,,1,1
OFFICER MANAJEMEN RISIKO KECURANGAN STRATEGIS DAN KEUANGAN,G2,12,,1,1
"OFFICER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMEN TERINTEGRASI",G2,12,,22,12
"OFFICER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G2,12,,40,26
OFFICER MANAJEMEN STAKEHOLDER,G2,12,,4,4
OFFICER MANAJEMEN SUPPLY,G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HI DAN ALIH DAYA UIP KALBAGBAR",G2,11,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSDIKLAT",G2,12,,3,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSERTIF",G2,12,,3,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSHARLIS",G2,12,,3,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSLITBANG",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA PUSMANPRO",G2,12,,3,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIK TANJUNG JATI B",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBB",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBT",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP JBTB",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP KALBAGTIM",G2,12,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP MALUKU DAN PAPUA",G2,12,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP MALUKUPAPUA",G2,12,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP NUSRA",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SULAWESI",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGSEL",G2,11,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGTENG",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP SUMBAGUT",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP2B",G2,12,,3,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIPKALBAGBAR",G2,12,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIPSUMBAGSEL",G2,12,,2,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIPSUMBAGUT",G2,12,,1,1
"OFFICER MANAJEMEN TALENTA, HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW BANGKA BELITUNG",G2,12,,2,1
OFFICER MANAJEMEN VALUASI ASET,G2,12,,1,1
OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G2,11,,21,13
OFFICER MARKET INTELLIGENCE DAN EKONOMI ANALITIS,G2,12,,6,1
OFFICER MEDIA SOSIAL DAN DIGITAL,G2,12,,3,1
OFFICER MONITORING,G2,12,,4,1
OFFICER MONITORING DAN EVALUASI INVESTASI,G2,11,,3,1
OFFICER MONITORING DAN EVALUASI PENJUALAN,G2,12,,2,1
OFFICER MONITORING DAN EVALUASI RUPTL,G2,12,,4,1
OFFICER MONITORING KEMITRAAN TENAGA KERJA,G2,12,,3,1
OFFICER MONITORING PINJAMAN DAN PELAPORAN,G2,11,,2,1
OFFICER MUTU DAN KINERJA,G2,12,,2,1
OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,11,,62,19
"OFFICER NIAGA, PEMASARAN DAN PELAYANAN PELANGGAN",G2,11,,2,1
OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G2,12,,21,10
OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI DAN PDKB,G2,12,,1,1
OFFICER OPERASI SISTEM BANGKA,G2,11,,3,1
OFFICER OPERASI SISTEM BELITUNG,G2,11,,2,1
OFFICER OPERASI SISTEM DISTRIBUSI DAN SCADA,G2,11,,3,3
OFFICER OPERASI SISTEM PEMBANGKITAN,G2,12,,6,1
OFFICER OPERASIONAL PAYMENT CENTRALIZATION,G2,12,,4,1
OFFICER PAJAK DAN ASURANSI,G2,12,,34,26
OFFICER PAJAK PENGHASILAN (PPh),G2,12,,3,1
OFFICER PAJAK PERTAMBAHAN NILAI (PPN),G2,11,,3,1
OFFICER PDKB,G2,12,,3,3
"OFFICER PDKB, ALAT BERAT DAN MOBILE SUBSTATION",G2,12,,4,3
OFFICER PELAKSANA PENGADAAN,G2,11,,213,47
OFFICER PELAKSANA PENGADAAN EPC PEMBANGKIT EBT,G2,12,,3,1
OFFICER PELAKSANA PENGADAAN EPC PEMBANGKIT NON EBT,G2,12,,5,1
OFFICER PELAKSANA PENGADAAN I,G2,12,,2,1
OFFICER PELAKSANA PENGADAAN IPP ANEKA ENERGI,G2,12,,4,1
OFFICER PELAKSANA PENGADAAN IPP HIDRO,G2,12,,5,1
OFFICER PELAKSANA PENGADAAN IPP PANAS BUMI DAN NON EBT,G2,12,,1,1
OFFICER PELAKSANA PENGADAAN MATERIAL TERPUSAT,G2,12,,8,1
OFFICER PELAKSANA PENGADAAN TRANSMISI DAN GARDU INDUK,G2,12,,9,1
OFFICER PELAKSANAAN SERTIFIKASI,G2,12,,2,1
OFFICER PELAPORAN AUDIT,G2,12,,7,1
OFFICER PELAPORAN DAN EVALUASI ASET,G2,11,,1,1
OFFICER PELAPORAN DAN PENGENDALIAN ANGGARAN,G2,12,,3,1
OFFICER PELAPORAN KEUANGAN,G2,12,,2,1
OFFICER PELAPORAN KONSTRUKSI,G2,12,,1,1
OFFICER PELAPORAN TATA USAHA PELANGGAN,G2,11,,1,1
OFFICER PELAPORAN TJSL,G2,12,,1,1
OFFICER PELAYANAN ASESMEN,G2,12,,1,1
OFFICER PELAYANAN BUMN,G2,12,,2,1
OFFICER PELAYANAN DAN FASILITAS TEKNOLOGI INFORMASI PEMBELAJARAN,G2,12,,1,1
OFFICER PELAYANAN DAN PENDAYAGUNAAN ASET PROPERTI,G2,11,,3,1
OFFICER PELAYANAN DATA HUMAN CAPITAL DAN PURNAKARYA,G2,12,,3,1
OFFICER PELAYANAN FASILITAS,G2,12,,2,1
OFFICER PELAYANAN FASILITAS TERPUSAT,G2,12,,3,1
OFFICER PELAYANAN HUMAN CAPITAL BALIKPAPAN,G2,12,,2,1
OFFICER PELAYANAN HUMAN CAPITAL BANDA ACEH,G2,12,,2,1
OFFICER PELAYANAN HUMAN CAPITAL BANDAR LAMPUNG,G2,11,,1,1
OFFICER PELAYANAN HUMAN CAPITAL BANDUNG,G2,12,,5,1
OFFICER PELAYANAN HUMAN CAPITAL BANJARBARU,G2,11,,2,1
OFFICER PELAYANAN HUMAN CAPITAL DENPASAR,G2,12,,2,1
OFFICER PELAYANAN HUMAN CAPITAL DEPOK,G2,11,,3,1
OFFICER PELAYANAN HUMAN CAPITAL JAKARTA,G2,11,,4,1
OFFICER PELAYANAN HUMAN CAPITAL JAYAPURA,G2,12,,3,1
OFFICER PELAYANAN HUMAN CAPITAL KANTOR PUSAT,G2,11,,3,1
OFFICER PELAYANAN HUMAN CAPITAL KUPANG,G2,11,,1,1
OFFICER PELAYANAN HUMAN CAPITAL MAKASSAR,G2,12,,3,1
OFFICER PELAYANAN HUMAN CAPITAL MANADO,G2,11,,2,1
OFFICER PELAYANAN HUMAN CAPITAL MATARAM,G2,11,,2,1
OFFICER PELAYANAN HUMAN CAPITAL MEDAN,G2,12,,6,1
OFFICER PELAYANAN HUMAN CAPITAL PADANG,G2,11,,1,1
OFFICER PELAYANAN HUMAN CAPITAL PALEMBANG,G2,11,,3,1
OFFICER PELAYANAN HUMAN CAPITAL PANGKAL PINANG,G2,12,,1,1
OFFICER PELAYANAN HUMAN CAPITAL PEKANBARU,G2,11,,3,1
OFFICER PELAYANAN HUMAN CAPITAL PONTIANAK,G2,11,,1,1
OFFICER PELAYANAN HUMAN CAPITAL SEMARANG,G2,12,,4,1
OFFICER PELAYANAN HUMAN CAPITAL SURABAYA,G2,11,,2,1
OFFICER PELAYANAN HUMAN CAPITAL TANGERANG,G2,12,,2,1
OFFICER PELAYANAN INFORMASI PUBLIK,G2,12,,3,1
OFFICER PELAYANAN KOMPENSASI HUMAN CAPITAL,G2,12,,2,1
OFFICER PELAYANAN PELANGGAN,G2,11,,17,6
OFFICER PELAYANAN PEMERINTAH,G2,12,,1,1
OFFICER PELAYANAN REGION,G2,12,,3,1
OFFICER PELAYANAN SARANA PENUNJANG,G2,12,,1,1
OFFICER PEMANTAUAN DAN PELAPORAN MANAJEMEN RISIKO KORPORASI,G2,12,,1,1
OFFICER PEMASARAN,G2,12,,6,1
OFFICER PEMASARAN DAN PELAYANAN PELANGGAN KEPULAUAN SERIBU,G2,11,,1,1
OFFICER PEMBACAAN METER,G2,11,,2,1
OFFICER PEMBAYARAN KANTOR PUSAT,G2,12,,3,1
OFFICER PEMBAYARAN TERPUSAT,G2,12,,2,1
OFFICER PEMBAYARAN UNIT,G2,11,,25,1
OFFICER PEMBINAAN PEMELIHARAAN PEMBANGKIT,G2,12,,1,1
OFFICER PEMBINAAN VENDOR,G2,12,,3,1
OFFICER PEMELIHARAAN,G2,12,,13,7
OFFICER PEMELIHARAAN DISTRIBUSI DAN PDKB,G2,12,,3,3
OFFICER PEMELIHARAAN GARDU INDUK,G2,12,,2,2
OFFICER PEMELIHARAAN GARDU INDUK DAN JARINGAN,G2,12,,2,1
OFFICER PEMELIHARAAN GI DAN GIS,G2,12,,5,3
OFFICER PEMELIHARAAN JARINGAN,G2,12,,3,3
OFFICER PEMELIHARAAN PROTEKSI DAN CATU DAYA,G2,12,,8,5
OFFICER PEMETAAN ADDITIONAL DEMAND,G2,12,,3,1
OFFICER PEMODELAN RISIKO,G2,12,,3,1
OFFICER PENDANAAN DAN HIBAH DALAM NEGERI,G2,12,,3,1
OFFICER PENDANAAN DAN HIBAH LUAR NEGERI,G2,12,,5,1
OFFICER PENDAYAGUNAAN ASET PROPERTI,G2,12,,1,1
OFFICER PENDIDIKAN FORMAL,G2,12,,4,1
OFFICER PENEMUAN DAN KUALIFIKASI VENDOR,G2,12,,8,1
OFFICER PENGELOLA ADMINISTRASI DAN UMUM,G2,12,,5,1
OFFICER PENGELOLA RAPAT DEWAN KOMISARIS,G2,12,,3,1
OFFICER PENGELOLA SISTEM,G2,12,,2,1
OFFICER PENGELOLAAN ANGGARAN TRANSMISI,G2,12,,2,1
OFFICER PENGELOLAAN ASET DISTRIBUSI,G2,12,,15,11
OFFICER PENGELOLAAN COVENANT DAN PENARIKAN PMN,G2,12,,2,1
OFFICER PENGELOLAAN DAN PEMELIHARAAN ASET PROPERTI,G2,12,,2,1
OFFICER PENGELOLAAN DATA,G2,11,,4,3
OFFICER PENGELOLAAN DATA ASET,G2,12,,9,3
OFFICER PENGELOLAAN DATABASE KOMUNIKASI DAN TJSL,G2,12,,2,1
"OFFICER PENGELOLAAN DATABASE, STORAGE DAN FASILITAS DATA CENTER",G2,12,,4,1
OFFICER PENGELOLAAN ENERGI PRIMER,G2,12,,3,3
OFFICER PENGELOLAAN ESG DAN SAFEGUARD,G2,12,,24,22
OFFICER PENGELOLAAN JARINGAN DAN KOMUNIKASI DATA,G2,12,,3,1
OFFICER PENGELOLAAN KAJIAN SISTEM KETENAGALISTRIKAN,G2,12,,3,1
OFFICER PENGELOLAAN KEARSIPAN,G2,12,,1,1
OFFICER PENGELOLAAN KEMITRAAN DAN RANTAI PASOK PEMBELAJARAN,G2,12,,3,1
OFFICER PENGELOLAAN KOMERSIALISASI PRODUK,G2,12,,1,1
OFFICER PENGELOLAAN KONSTRUKSI,G2,12,,1,1
OFFICER PENGELOLAAN KONSTRUKSI DAN LOGISTIK,G2,12,,11,6
OFFICER PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,12,,6,4
OFFICER PENGELOLAAN PEMBANGKITAN,G2,12,,18,9
OFFICER PENGELOLAAN PEMBAYARAN PINJAMAN,G2,12,,3,1
"OFFICER PENGELOLAAN PEMBELAJARAN, ASESMEN, DAN SERTIFIKASI BERBASISDIGITAL",G2,12,,1,1
OFFICER PENGELOLAAN PIUTANG,G2,11,,9,3
OFFICER PENGELOLAAN REKENING DAN PEMBACAAN METER,G2,11,,2,1
"OFFICER PENGELOLAAN SAHAM, SHL, AP, DAN AFILIASI",G2,12,,1,1
OFFICER PENGELOLAAN SERTIFIKASI SISTEM MANAJEMEN,G2,12,,6,1
OFFICER PENGELOLAAN SERVICE MANAGEMENT TEKNOLOGI INFORMASI,G2,11,,2,1
OFFICER PENGELOLAAN SISTEM INFORMASI PROYEK DAN INVESTASI REGIONAL 1,G2,12,,3,1
OFFICER PENGELOLAAN SISTEM INFORMASI PROYEK DAN INVESTASI REGIONAL 2,G2,12,,3,1
OFFICER PENGELOLAAN SISTEM KONTROL KETENAGALISTRIKAN,G2,12,,3,1
OFFICER PENGELOLAAN SISTEM METERING,G2,12,,2,1
OFFICER PENGELOLAAN TRANSAKSI,G2,11,,1,1
OFFICER PENGELOLAAN TRANSAKSI TENAGA LISTRIK,G2,12,,3,2
OFFICER PENGELOLAAN UMK,G2,12,,3,1
OFFICER PENGELOLAAN UMK (CEO RUMAH BUMN BALI),G2,11,,1,1
OFFICER PENGELOLAAN UMK (CEO RUMAH BUMN JAMBI),G2,12,,1,1
OFFICER PENGELOLAAN UMK (CFO RUMAH BUMN BALI),G2,11,,1,1
OFFICER PENGELOLAAN UMK (CFO RUMAH BUMN JAMBI),G2,12,,1,1
OFFICER PENGELOLAAN UNIT SATELIT (KAMPUS GRESIK),G2,12,,1,1
OFFICER PENGELOLAAN WHISTLE BLOWING SYSTEM,G2,12,,4,1
OFFICER PENGEMBANGAN BISNIS DEKARBONISASI DAN MANAJEMEN ENERGI 1,G2,12,,2,1
OFFICER PENGEMBANGAN BISNIS DEKARBONISASI DAN MANAJEMEN ENERGI 2,G2,12,,2,1
OFFICER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 1A,G2,12,,2,1
OFFICER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 1B,G2,12,,2,1
OFFICER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 2A,G2,12,,1,1
OFFICER PENGEMBANGAN BISNIS KETENAGALISTRIKAN 2B,G2,12,,1,1
OFFICER PENGEMBANGAN BISNIS TEKNOLOGI BARU DAN SOLUSI INOVATIF 1,G2,12,,2,1
OFFICER PENGEMBANGAN BISNIS TEKNOLOGI BARU DAN SOLUSI INOVATIF 2,G2,12,,2,1
OFFICER PENGEMBANGAN DAN EVALUASI PLN MOBILE,G2,11,,1,1
OFFICER PENGEMBANGAN DAN PELAPORAN ICOFR,G2,12,,2,1
OFFICER PENGEMBANGAN DAN PROJECT EXCELLENCE,G2,12,,2,1
OFFICER PENGEMBANGAN EKSEKUTIF,G2,12,,4,1
OFFICER PENGEMBANGAN EXPERT,G2,12,,5,1
OFFICER PENGEMBANGAN KAPASITAS DAN INFRASTRUKTUR KEPATUHAN,G2,12,,2,1
OFFICER PENGEMBANGAN KEAMANAN IT/OT,G2,12,,2,1
OFFICER PENGEMBANGAN KEARSIPAN,G2,12,,1,1
OFFICER PENGEMBANGAN LABORATORIUM,G2,11,,1,1
OFFICER PENGEMBANGAN MANAJEMEN,G2,12,,1,1
OFFICER PENGEMBANGAN MANAJEMEN RISIKO,G2,12,,2,1
OFFICER PENGEMBANGAN MATERI ASESMEN PSIKOLOGI,G2,12,,1,1
OFFICER PENGEMBANGAN MATERI ASSESSMENT CENTER,G2,12,,1,1
OFFICER PENGEMBANGAN MODEL PROYEKSI KEUANGAN,G2,12,,4,1
OFFICER PENGEMBANGAN PEMBELAJARAN,G2,12,,3,1
OFFICER PENGEMBANGAN PEMBELAJARAN PRAJABATAN DAN PURNABAKTI,G2,11,,1,1
OFFICER PENGEMBANGAN SERTIFIKASI,G2,11,,1,1
OFFICER PENGEMBANGAN SISTEM ANGGARAN,G2,12,,5,1
OFFICER PENGEMBANGAN TALENTA AREA HUMAN CAPITAL DAN ANAK PERUSAHAAN,G2,12,,2,1
OFFICER PENGEMBANGAN TALENTA KANTOR PUSAT,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID ACEH,G2,12,,2,1
OFFICER PENGEMBANGAN TALENTA UID BALI,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID BANTEN,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID JAKARTA RAYA,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID JAWA BARAT,G2,12,,6,1
OFFICER PENGEMBANGAN TALENTA UID JAWA TENGAH DAN D.I. YOGYAKARTA,G2,12,,6,1
OFFICER PENGEMBANGAN TALENTA UID JAWA TIMUR,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UID KALBAR,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID KALSELTENG,G2,11,,3,1
OFFICER PENGEMBANGAN TALENTA UID KALTIMRA,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID LAMPUNG,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID RIAU DAN KEPRI,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID S2JB,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UID SULSELRABAR,G2,11,,4,1
OFFICER PENGEMBANGAN TALENTA UID SULUTTENGGO,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UID SUMATERA BARAT,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UID SUMATERA UTARA,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UIP3B KALIMANTAN,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UIP3B SULAWESI,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UIP3B SUMATERA,G2,12,,5,1
OFFICER PENGEMBANGAN TALENTA UIT JBB,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UIT JBT,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UIT JBTB,G2,12,,4,1
OFFICER PENGEMBANGAN TALENTA UIW MALUKU DAN MALUKU UTARA,G2,12,,3,1
OFFICER PENGEMBANGAN TALENTA UIW NTB,G2,12,,2,1
OFFICER PENGEMBANGAN TALENTA UIW NTT,G2,12,,2,1
OFFICER PENGEMBANGAN TALENTA UIW PAPUA DAN PAPUA BARAT,G2,12,,4,1
"OFFICER PENGEMBANGAN, IZIN, DAN LAHAN ANEKA EBT",G2,12,,4,1
"OFFICER PENGEMBANGAN, MUTU DAN KINERJA",G2,12,,5,1
OFFICER PENGENAAN PAJAK KANTOR PUSAT,G2,11,,3,1
OFFICER PENGENDALIAN ADMINISTRASI INSPEKSI,G2,12,,3,1
OFFICER PENGENDALIAN ADMINISTRASI KONTRAK,G2,11,,4,1
OFFICER PENGENDALIAN ADMINISTRASI PENGUJIAN,G2,12,,3,1
OFFICER PENGENDALIAN ANEKA EBT,G2,12,,2,1
"OFFICER PENGENDALIAN ANGGARAN DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,1,1
"OFFICER PENGENDALIAN ANGGARAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
"OFFICER PENGENDALIAN ANGGARAN DISTRIBUSI SULAWESI, MALUKU, PAPUA, DANNUSA TENGGARA",G2,12,,2,1
OFFICER PENGENDALIAN ANGGARAN DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
OFFICER PENGENDALIAN DAN PEMELIHARAAN ASET,G2,11,,7,1
OFFICER PENGENDALIAN INTERNAL,G2,12,,4,1
OFFICER PENGENDALIAN KINERJA DAN ANGGARAN KONSTRUKSI,G2,12,,5,1
OFFICER PENGENDALIAN KINERJA TRANSMISI,G2,11,,1,1
OFFICER PENGENDALIAN KONSTRUKSI,G2,12,,56,13
OFFICER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,G2,11,,25,7
OFFICER PENGENDALIAN KONSTRUKSI DAN LOGISTIK,G2,12,,2,1
OFFICER PENGENDALIAN KONSTRUKSI JARINGAN,G2,12,,7,3
OFFICER PENGENDALIAN KONSTRUKSI PERALATAN GARDU INDUK,G2,12,,10,3
OFFICER PENGENDALIAN KONTRAK DAN RISIKO PROYEK,G2,12,,43,11
OFFICER PENGENDALIAN LAYANAN TEKNOLOGI INFORMASI,G2,12,,3,1
OFFICER PENGENDALIAN LOGISTIK,G2,12,,1,1
OFFICER PENGENDALIAN MATERIAL DAN LOGISTIK,G2,12,,1,1
OFFICER PENGENDALIAN MUTU DAN KINERJA,G2,12,,1,1
OFFICER PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,12,,8,4
OFFICER PENGENDALIAN OPERASIONAL TEKNOLOGI INFORMASI,G2,12,,4,1
OFFICER PENGENDALIAN PDKB,G2,12,,4,2
"OFFICER PENGENDALIAN PEMELIHARAAN ASET JARINGAN, GI, DAN PROTEKSI",G2,11,,5,2
OFFICER PENGENDALIAN PEMELIHARAAN PROTEKSI,G2,12,,3,1
OFFICER PENGENDALIAN PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G2,12,,23,16
OFFICER PENGENDALIAN PIUTANG,G2,12,,21,15
OFFICER PENGENDALIAN PRODUKSI,G2,12,,4,1
OFFICER PENGENDALIAN PROYEK,G2,12,,116,10
OFFICER PENGENDALIAN SISTEM METER,G2,12,,15,14
OFFICER PENGENDALIAN SUSUT,G2,11,,6,3
OFFICER PENGHAPUSAN ASET,G2,12,,2,1
OFFICER PENYALURAN,G2,12,,3,3
OFFICER PENYALURAN DAN PROTEKSI,G2,12,,2,1
OFFICER PENYELENGGARAAN PEMBELAJARAN,G2,11,,7,1
OFFICER PENYELENGGARAAN PEMBELAJARAN NON TEKNIK,G2,12,,4,1
OFFICER PENYELENGGARAAN PEMBELAJARAN TEKNIK,G2,12,,1,1
OFFICER PENYELESAIAN PERMASALAHAN HUBUNGAN INDUSTRIAL,G2,12,,3,1
OFFICER PENYETORAN PAJAK,G2,12,,4,1
OFFICER PERATURAN DAN URUSAN KEBIJAKAN OPERASI DAN PROYEK,G2,12,,2,1
OFFICER PERATURAN DAN URUSAN KEBIJAKAN STRATEGI DAN KEUANGAN,G2,12,,2,1
OFFICER PERBAIKAN PENGALAMAN PELANGGAN,G2,12,,2,1
OFFICER PERENCANA PENGADAAN,G2,12,,65,39
OFFICER PERENCANA PENGADAAN PLTP,G2,12,,2,1
OFFICER PERENCANA PENGADAAN PLTP IPP,G2,12,,7,1
