nama_posisi,kelompok_jabatan,fungsi,jenjang_utama,level_utama,bidang,sub_bidang,bidang_pembidangan,kata_kunci_pemicu,is_entry_level,jumlah_pegawai,jumlah_unit_induk
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN BENUA ETAM,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN BENUA ETAM,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KAPUAS RAYA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KAPUAS RAYA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KHATULISTIWA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KHATULISTIWA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KUPANG,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KUPANG,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI ACEH,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI ACEH,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BANGKA BELITUNG,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BANGKA BELITUNG,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BENGKULU,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BENGKULU,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI FLORES,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI FLORES,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI GORONTALO,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI GORONTALO,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAMBI,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAMBI,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA BARAT,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA BARAT,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA TENGAH DAN D.I. YOGYAKARTA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA TENGAH DAN D.I. YOGYAKARTA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA TIMUR,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA TIMUR,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN SELATAN,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN SELATAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN TENGAH,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN TENGAH,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN TIMUR,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN TIMUR,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN UTARA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KALIMANTAN UTARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KEPULAUAN RIAU,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI KEPULAUAN RIAU,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI LAMPUNG,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI LAMPUNG,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI MALUKU,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI MALUKU,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI MALUKU UTARA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI MALUKU UTARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI NUSA TENGGARA BARAT,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI NUSA TENGGARA BARAT,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT DAYA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT DAYA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA PEGUNUNGAN,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA PEGUNUNGAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA SELATAN,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA SELATAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA TENGAH,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA TENGAH,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI RIAU,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI RIAU,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI BARAT,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI BARAT,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI SELATAN,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI SELATAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI TENGAH,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI TENGAH,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI TENGGARA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI TENGGARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI UTARA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SULAWESI UTARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SUMATERA SELATAN,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SUMATERA SELATAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SUMATERA UTARA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI SUMATERA UTARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN SUMBA,MANAGER,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN SUMBA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 1,MANAGER,UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 1,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 2,MANAGER,UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 2,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 3,MANAGER,UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 3,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 4,MANAGER,UNIT PELAKSANA PROYEK MALUKU DAN PAPUA 4,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK NUSA TENGGARA 1,MANAGER,UNIT PELAKSANA PROYEK NUSA TENGGARA 1,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK NUSA TENGGARA 2,MANAGER,UNIT PELAKSANA PROYEK NUSA TENGGARA 2,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK NUSA TENGGARA 3,MANAGER,UNIT PELAKSANA PROYEK NUSA TENGGARA 3,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SULAWESI SELATAN,MANAGER,UNIT PELAKSANA PROYEK SULAWESI SELATAN,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SULAWESI TENGAH,MANAGER,UNIT PELAKSANA PROYEK SULAWESI TENGAH,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SULAWESI TENGGARA,MANAGER,UNIT PELAKSANA PROYEK SULAWESI TENGGARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SULAWESI UTARA,MANAGER,UNIT PELAKSANA PROYEK SULAWESI UTARA,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 1,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 1,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 2,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 2,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 3,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN SELATAN 3,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 1,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 1,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 2,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 2,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 3,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN TENGAH 3,MD,17,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 1,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 1,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 2,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 2,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 3,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 3,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 4,MANAGER,UNIT PELAKSANA PROYEK SUMATERA BAGIAN UTARA 4,MD,16,NON-TEKNIK,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,PROYEK,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BALI,MANAGER,UNIT PELAKSANA TRANSMISI BALI,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BALIKPAPAN,MANAGER,UNIT PELAKSANA TRANSMISI BALIKPAPAN,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BANDA ACEH,MANAGER,UNIT PELAKSANA TRANSMISI BANDA ACEH,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BANDUNG,MANAGER,UNIT PELAKSANA TRANSMISI BANDUNG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BANJARBARU,MANAGER,UNIT PELAKSANA TRANSMISI BANJARBARU,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BATURAJA,MANAGER,UNIT PELAKSANA TRANSMISI BATURAJA,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BEKASI,MANAGER,UNIT PELAKSANA TRANSMISI BEKASI,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BENGKULU,MANAGER,UNIT PELAKSANA TRANSMISI BENGKULU,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI BOGOR,MANAGER,UNIT PELAKSANA TRANSMISI BOGOR,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI CAWANG,MANAGER,UNIT PELAKSANA TRANSMISI CAWANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI CIKUPA,MANAGER,UNIT PELAKSANA TRANSMISI CIKUPA,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI CILEGON,MANAGER,UNIT PELAKSANA TRANSMISI CILEGON,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI CIREBON,MANAGER,UNIT PELAKSANA TRANSMISI CIREBON,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI DURI KOSAMBI,MANAGER,UNIT PELAKSANA TRANSMISI DURI KOSAMBI,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI GANDUL,MANAGER,UNIT PELAKSANA TRANSMISI GANDUL,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI GRESIK,MANAGER,UNIT PELAKSANA TRANSMISI GRESIK,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI JAMBI,MANAGER,UNIT PELAKSANA TRANSMISI JAMBI,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI KARAWANG,MANAGER,UNIT PELAKSANA TRANSMISI KARAWANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI KENDARI,MANAGER,UNIT PELAKSANA TRANSMISI KENDARI,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI KUPANG,MANAGER,UNIT PELAKSANA TRANSMISI KUPANG,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MADIUN,MANAGER,UNIT PELAKSANA TRANSMISI MADIUN,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MAKASSAR,MANAGER,UNIT PELAKSANA TRANSMISI MAKASSAR,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MALANG,MANAGER,UNIT PELAKSANA TRANSMISI MALANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MANADO,MANAGER,UNIT PELAKSANA TRANSMISI MANADO,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MATARAM,MANAGER,UNIT PELAKSANA TRANSMISI MATARAM,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI MEDAN,MANAGER,UNIT PELAKSANA TRANSMISI MEDAN,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PADANG,MANAGER,UNIT PELAKSANA TRANSMISI PADANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PADANG SIDEMPUAN,MANAGER,UNIT PELAKSANA TRANSMISI PADANG SIDEMPUAN,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PALANGKARAYA,MANAGER,UNIT PELAKSANA TRANSMISI PALANGKARAYA,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PALEMBANG,MANAGER,UNIT PELAKSANA TRANSMISI PALEMBANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PALU,MANAGER,UNIT PELAKSANA TRANSMISI PALU,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PEKANBARU,MANAGER,UNIT PELAKSANA TRANSMISI PEKANBARU,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PEMATANG SIANTAR,MANAGER,UNIT PELAKSANA TRANSMISI PEMATANG SIANTAR,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PONTIANAK,MANAGER,UNIT PELAKSANA TRANSMISI PONTIANAK,MD,16,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PROBOLINGGO,MANAGER,UNIT PELAKSANA TRANSMISI PROBOLINGGO,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PULOGADUNG,MANAGER,UNIT PELAKSANA TRANSMISI PULOGADUNG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI PURWOKERTO,MANAGER,UNIT PELAKSANA TRANSMISI PURWOKERTO,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI SALATIGA,MANAGER,UNIT PELAKSANA TRANSMISI SALATIGA,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
MANAGER UNIT PELAKSANA TRANSMISI SEMARANG,MANAGER,UNIT PELAKSANA TRANSMISI SEMARANG,MD,17,TEKNIK,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,TRANSMISI,0,1,1
