unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SURABAYA SELATAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SURABAYA UTARA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PENGATUR DISTRIBUSI JAWA TIMUR,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI JAWA TIMUR,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER ADMINISTRASI PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER ASET PROPERTI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER IPP DAN EXCESS POWER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN dan KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA FASILITAS OPERASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA OPERASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER MANAJEMEN STAKEHOLDER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PENGELOLAAN KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PENGENDALIAN SISTEM METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PERENCANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR MANAGER DISTRIBUSI,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR MANAGER KEUANGAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR MANAGER KOMUNIKASI DAN UMUM,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR MANAGER NIAGA DAN MANAJEMEN PELANGGAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR MANAGER PERENCANAAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER KINERJA FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SENIOR OFFICER KINERJA OPERASI SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SPECIALIST KINERJA KOMUNIKASI DAN UMUM,SPC,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,SPECIALIST KINERJA PERUSAHAAN,SPC,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER KONSTRUKSI LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER NIAGA dan PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER OPERASI 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER OPERASI 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER OPERASI 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PENGELOLAAN DATA DAN GAMBAR,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KIT BAWEAN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KIT KEPULAUAN KANGEAN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PERENCANAAN SCADA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER PROTEKSI DAN METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TEAM LEADER SCADA DAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PROTEKSI DAN METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN SCADA DAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN TEKNIK LAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER ADMINISTRASI PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER AKUNTANSI AT DAN PDP,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER AKUNTANSI UMUM DAN BIAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER ASET PROPERTI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER IPP DAN EXCESS POWER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"ASSISTANT MANAGER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER LINGKUNGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER MANAJEMEN BILLING,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMENTERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PAJAK DAN ASURANSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PDKB,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PEMELIHARAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PENGELOLAAN ASET DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI DAN LOGISTIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PENGENDALIAN PIUTANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER PENGENDALIAN SISTEM METER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER TJSL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,ASSISTANT MANAGER UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KOTA BARU),G1,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SEMITAU),G1,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER AKUNTANSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER ASET PROPERTI DAN UMUM,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"MANAGER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER KEUANGAN DAN ANGGARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER KOMUNIKASI DAN TJSL,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER LAYANAN PRIORITAS DAN PAE,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PELAYANAN PELANGGAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PEMBANGKITAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PENGAMANAN PENDAPATAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PERENCANAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER STRATEGI PEMASARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN BALAI KARANGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN BENGKAYANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN KETAPANG KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN MEMPAWAH,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN NANGA PINOH,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN NGABANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN PEMANGKAT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN PONTIANAK KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN PUTUSSIBAU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN RASAU JAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SAMBAS,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SANDAI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SANGGAU KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SEI DURI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SEKADAU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SEKURA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SIANTAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SINGKAWANG KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SINTANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SUKADANA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SUNGAI JAWI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SUNGAI KAKAP,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN SUNGAI RAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN TANJUNG RAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT LAYANAN PELANGGAN TUMBANG TITI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN KETAPANG,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN MEMPAWAH,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN PONTIANAK,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SANGGAU,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SINGKAWANG,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PENGATUR DISTRIBUSI KALIMANTAN BARAT,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KAPUAS RAYA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,MANAGER UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KHATULISTIWA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER AKUNTANSI AT DAN PDP,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER AKUNTANSI UMUM DAN BIAYA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER ASET PROPERTI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KELAYAKAN INVESTASI DAN RISIKO,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KEUANGAN DAN ANGGARAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA FASILITAS OPERASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA OPERASI SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER LINGKUNGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PAJAK DAN ASURANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PENGELOLAAN KONSTRUKSI DAN LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PENGENDALIAN SISTEM METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PERENCANAAN LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER TJSL,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR MANAGER DISTRIBUSI,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,"SENIOR MANAGER KEUANGAN, KOMUNIKASI DAN UMUM",MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR MANAGER NIAGA DAN MANAJEMEN PELANGGAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR MANAGER PERENCANAAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER PENGELOLAAN ESG DAN SAFEGUARD,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SENIOR OFFICER STRATEGI PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,SPECIALIST KINERJA DISTRIBUSI,SPC,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER KEUANGAN DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER OPERASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN DATA DAN GAMBAR,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (AIR UPAS),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (AMBAWANG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (BELITANG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (DARIT),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KENDAWANGAN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MENJALIN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MERAKAI),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NANGA BADAU),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NANGA TEPUAI),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SAJINGAN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SANGGAU LEDO),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SENTEBANG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SOSOK),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TAYAN),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELOK BATANG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELUK PAKEDAI),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TERENTANG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PERENCANAAN SCADA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TEAM LEADER PROTEKSI DAN METER,G2,1
